set_boundary,num_samples,context,trigger,query,neg,log_likelihood,empirical_probability,probability_query_observed
2,100,bag,chalk,pen,1,0.0,1,1
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,pen,makeup,1,0.0,1,1
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,chalk,crayons,1,0.0,1,1
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,headphones,makeup,1,0.0,1,1
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,headphones,pen,1,0.0,1,1
2,100,bag,headphones,chalk,1,0.0,1,1
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,crayons,headphones,1,0.0,1,1
2,100,bag,crayons,makeup,0,-23.025850929940457,1,0
2,100,bag,pen,chalk,0,-23.025850929940457,1,0
2,100,bag,crayons,pen,1,0.0,1,1
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,headphones,makeup,1,0.0,1,1
2,100,bag,pen,makeup,0,-23.025850929940457,1,0
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,headphones,pen,1,0.0,1,1
2,100,bag,chalk,headphones,1,0.0,1,1
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,makeup,crayons,1,0.0,1,1
2,100,bag,makeup,pen,1,0.0,1,1
2,100,bag,chalk,crayons,1,0.0,1,1
2,100,bag,pen,headphones,0,-23.025850929940457,1,0
2,100,bag,pen,crayons,0,-23.025850929940457,1,0
2,100,bag,pen,chalk,0,-23.025850929940457,1,0
2,100,bag,chalk,crayons,1,0.0,1,1
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,pen,makeup,0,-23.025850929940457,1,0
2,100,bag,pen,headphones,0,-23.025850929940457,1,0
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,crayons,chalk,0,-23.025850929940457,1,0
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,crayons,makeup,0,-23.025850929940457,1,0
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,chalk,makeup,1,0.0,1,1
2,100,bag,headphones,chalk,0,-23.025850929940457,1,0
2,100,bag,pen,headphones,0,-23.025850929940457,1,0
2,100,bag,headphones,crayons,1,0.0,1,1
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,makeup,pen,1,0.0,1,1
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,crayons,headphones,0,-23.025850929940457,1,0
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,makeup,crayons,1,0.0,1,1
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,headphones,chalk,0,-23.025850929940457,1,0
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,chalk,pen,1,0.0,1,1
2,100,bag,chalk,makeup,0,-23.025850929940457,1,0
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,headphones,crayons,1,0.0,1,1
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,pen,makeup,0,-23.025850929940457,1,0
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,crayons,headphones,0,-23.025850929940457,1,0
2,100,bag,makeup,headphones,0,-23.025850929940457,1,0
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,headphones,pen,1,0.0,1,1
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,pen,makeup,0,-23.025850929940457,1,0
2,100,bag,chalk,crayons,1,0.0,1,1
2,100,bag,makeup,chalk,1,0.0,1,1
2,100,bag,crayons,makeup,0,-23.025850929940457,1,0
2,100,bag,pen,headphones,0,-23.025850929940457,1,0
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,chalk,headphones,0,-23.025850929940457,1,0
2,100,bag,chalk,pen,1,0.0,1,1
2,100,bag,chalk,headphones,0,-23.025850929940457,1,0
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,crayons,makeup,0,-23.025850929940457,1,0
2,100,bag,chalk,makeup,0,-23.025850929940457,1,0
2,100,bag,chalk,headphones,0,-23.025850929940457,1,0
2,100,bag,crayons,chalk,0,-23.025850929940457,1,0
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,chalk,pen,1,0.0,1,1
2,100,bag,headphones,pen,1,0.0,1,1
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,crayons,headphones,0,-23.025850929940457,1,0
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,pen,makeup,0,-23.025850929940457,1,0
2,100,bag,headphones,pen,1,0.0,1,1
2,100,bag,headphones,crayons,1,0.0,1,1
2,100,bag,crayons,pen,1,0.0,1,1
2,100,bag,chalk,crayons,1,0.0,1,1
2,100,bag,headphones,makeup,1,0.0,1,1
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,chalk,headphones,0,-23.025850929940457,1,0
2,100,bag,chalk,crayons,1,0.0,1,1
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,headphones,chalk,1,0.0,1,1
2,100,bag,crayons,pen,1,0.0,1,1
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,makeup,headphones,0,-23.025850929940457,1,0
2,100,bag,pen,crayons,1,0.0,1,1
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,headphones,makeup,1,0.0,1,1
2,100,bag,crayons,makeup,0,-23.025850929940457,1,0
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,pen,crayons,0,-23.025850929940457,1,0
2,100,bag,makeup,pen,1,0.0,1,1
2,100,bag,chalk,makeup,0,-23.025850929940457,1,0
2,100,bag,makeup,chalk,1,0.0,1,1
2,100,bag,crayons,chalk,1,0.0,1,1
2,100,bag,crayons,pen,1,0.0,1,1
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,makeup,headphones,0,-23.025850929940457,1,0
2,100,bag,pen,chalk,0,-23.025850929940457,1,0
2,100,bag,chalk,pen,1,0.0,1,1
2,100,bag,chalk,makeup,0,-23.025850929940457,1,0
2,100,bag,headphones,chalk,0,-23.025850929940457,1,0
2,100,bag,pen,chalk,1,0.0,1,1
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bag,makeup,headphones,0,-23.025850929940457,1,0
2,100,bag,pen,headphones,0,-23.025850929940457,1,0
2,100,bag,headphones,makeup,0,-23.025850929940457,1,0
2,100,bakery,sandwiches,pretzels,0,-23.025850929940457,1,0
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,ice cream,muffins,0,-23.025850929940457,1,0
2,100,bakery,water,cakes,1,0.0,1,1
2,100,bakery,water,pretzels,0,-23.025850929940457,1,0
2,100,bakery,water,ice cream,1,0.0,1,1
2,100,bakery,water,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,water,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,sandwiches,pretzels,0,-23.025850929940457,1,0
2,100,bakery,pretzels,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,pretzels,muffins,1,0.0,1,1
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,1,0.0,1,1
2,100,bakery,ice cream,muffins,0,-23.025850929940457,1,0
2,100,bakery,pretzels,water,0,-23.025850929940457,1,0
2,100,bakery,sandwiches,muffins,0,-23.025850929940457,1,0
2,100,bakery,water,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,sandwiches,water,0,-23.025850929940457,1,0
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,sandwiches,ice cream,1,0.0,1,1
2,100,bakery,sandwiches,water,0,-23.025850929940457,1,0
2,100,bakery,cakes,water,0,-23.025850929940457,1,0
2,100,bakery,cakes,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,cakes,pretzels,0,-23.025850929940457,1,0
2,100,bakery,water,ice cream,1,0.0,1,1
2,100,bakery,muffins,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,pretzels,sandwiches,1,0.0,1,1
2,100,bakery,water,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,water,pretzels,1,0.0,1,1
2,100,bakery,water,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,water,pretzels,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,0,-23.025850929940457,1,0
2,100,bakery,pretzels,ice cream,1,0.0,1,1
2,100,bakery,muffins,cakes,1,0.0,1,1
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,muffins,pretzels,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,1,0.0,1,1
2,100,bakery,muffins,water,0,-23.025850929940457,1,0
2,100,bakery,muffins,pretzels,1,0.0,1,1
2,100,bakery,sandwiches,cakes,1,0.0,1,1
2,100,bakery,water,pretzels,0,-23.025850929940457,1,0
2,100,bakery,ice cream,muffins,0,-23.025850929940457,1,0
2,100,bakery,sandwiches,cakes,1,0.0,1,1
2,100,bakery,pretzels,cakes,1,0.0,1,1
2,100,bakery,sandwiches,water,0,-23.025850929940457,1,0
2,100,bakery,cakes,pretzels,1,0.0,1,1
2,100,bakery,cakes,muffins,0,-23.025850929940457,1,0
2,100,bakery,sandwiches,pretzels,1,0.0,1,1
2,100,bakery,muffins,cakes,1,0.0,1,1
2,100,bakery,water,sandwiches,1,0.0,1,1
2,100,bakery,water,ice cream,1,0.0,1,1
2,100,bakery,ice cream,muffins,1,0.0,1,1
2,100,bakery,water,muffins,1,0.0,1,1
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,ice cream,muffins,1,0.0,1,1
2,100,bakery,sandwiches,ice cream,1,0.0,1,1
2,100,bakery,water,muffins,1,0.0,1,1
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,ice cream,muffins,1,0.0,1,1
2,100,bakery,cakes,water,0,-23.025850929940457,1,0
2,100,bakery,muffins,ice cream,1,0.0,1,1
2,100,bakery,water,pretzels,1,0.0,1,1
2,100,bakery,cakes,pretzels,0,-23.025850929940457,1,0
2,100,bakery,muffins,cakes,1,0.0,1,1
2,100,bakery,cakes,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,pretzels,muffins,1,0.0,1,1
2,100,bakery,sandwiches,cakes,1,0.0,1,1
2,100,bakery,cakes,pretzels,0,-23.025850929940457,1,0
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,0,-23.025850929940457,1,0
2,100,bakery,water,sandwiches,1,0.0,1,1
2,100,bakery,water,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,pretzels,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,water,pretzels,0,-23.025850929940457,1,0
2,100,bakery,sandwiches,pretzels,0,-23.025850929940457,1,0
2,100,bakery,ice cream,muffins,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,1,0.0,1,1
2,100,bakery,ice cream,muffins,1,0.0,1,1
2,100,bakery,sandwiches,water,0,-23.025850929940457,1,0
2,100,bakery,cakes,water,0,-23.025850929940457,1,0
2,100,bakery,muffins,cakes,1,0.0,1,1
2,100,bakery,muffins,pretzels,0,-23.025850929940457,1,0
2,100,bakery,ice cream,water,1,0.0,1,1
2,100,bakery,ice cream,muffins,0,-23.025850929940457,1,0
2,100,bakery,water,pretzels,0,-23.025850929940457,1,0
2,100,bakery,sandwiches,pretzels,0,-23.025850929940457,1,0
2,100,bakery,water,sandwiches,1,0.0,1,1
2,100,bakery,ice cream,muffins,0,-23.025850929940457,1,0
2,100,bakery,ice cream,water,0,-23.025850929940457,1,0
2,100,bakery,cakes,pretzels,1,0.0,1,1
2,100,bakery,ice cream,muffins,1,0.0,1,1
2,100,bakery,water,sandwiches,1,0.0,1,1
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,water,sandwiches,1,0.0,1,1
2,100,bakery,water,cakes,0,-23.025850929940457,1,0
2,100,bakery,water,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,water,sandwiches,1,0.0,1,1
2,100,bakery,water,pretzels,0,-23.025850929940457,1,0
2,100,bakery,cakes,sandwiches,1,0.0,1,1
2,100,bakery,pretzels,water,0,-23.025850929940457,1,0
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,ice cream,water,0,-23.025850929940457,1,0
2,100,bakery,water,ice cream,1,0.0,1,1
2,100,bakery,sandwiches,muffins,1,0.0,1,1
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,water,ice cream,0,-23.025850929940457,1,0
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,1,0.0,1,1
2,100,bakery,sandwiches,water,0,-23.025850929940457,1,0
2,100,bakery,ice cream,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,ice cream,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,ice cream,sandwiches,1,0.0,1,1
2,100,bakery,pretzels,sandwiches,1,0.0,1,1
2,100,bakery,ice cream,muffins,0,-23.025850929940457,1,0
2,100,bakery,sandwiches,pretzels,0,-23.025850929940457,1,0
2,100,bakery,muffins,water,0,-23.025850929940457,1,0
2,100,bakery,pretzels,cakes,1,0.0,1,1
2,100,bakery,sandwiches,ice cream,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,0,-23.025850929940457,1,0
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,ice cream,water,0,-23.025850929940457,1,0
2,100,bakery,ice cream,water,0,-23.025850929940457,1,0
2,100,bakery,sandwiches,pretzels,1,0.0,1,1
2,100,bakery,pretzels,ice cream,1,0.0,1,1
2,100,bakery,cakes,muffins,0,-23.025850929940457,1,0
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,water,muffins,0,-23.025850929940457,1,0
2,100,bakery,water,pretzels,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,0,-23.025850929940457,1,0
2,100,bakery,water,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,ice cream,cakes,1,0.0,1,1
2,100,bakery,pretzels,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,pretzels,muffins,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,1,0.0,1,1
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,ice cream,cakes,1,0.0,1,1
2,100,bakery,ice cream,muffins,1,0.0,1,1
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,muffins,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,muffins,pretzels,0,-23.025850929940457,1,0
2,100,bakery,water,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,muffins,water,0,-23.025850929940457,1,0
2,100,bakery,ice cream,pretzels,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,1,0.0,1,1
2,100,bakery,water,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,pretzels,cakes,1,0.0,1,1
2,100,bakery,water,pretzels,1,0.0,1,1
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,1,0.0,1,1
2,100,bakery,muffins,water,0,-23.025850929940457,1,0
2,100,bakery,water,muffins,1,0.0,1,1
2,100,bakery,ice cream,muffins,1,0.0,1,1
2,100,bakery,water,muffins,0,-23.025850929940457,1,0
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,muffins,water,0,-23.025850929940457,1,0
2,100,bakery,ice cream,muffins,0,-23.025850929940457,1,0
2,100,bakery,sandwiches,ice cream,1,0.0,1,1
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,ice cream,muffins,1,0.0,1,1
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,sandwiches,ice cream,1,0.0,1,1
2,100,bakery,water,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,pretzels,ice cream,1,0.0,1,1
2,100,bakery,pretzels,water,0,-23.025850929940457,1,0
2,100,bakery,pretzels,water,0,-23.025850929940457,1,0
2,100,bakery,pretzels,cakes,1,0.0,1,1
2,100,bakery,water,pretzels,1,0.0,1,1
2,100,bakery,ice cream,cakes,1,0.0,1,1
2,100,bakery,ice cream,cakes,1,0.0,1,1
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,ice cream,muffins,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,1,0.0,1,1
2,100,bakery,ice cream,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,water,pretzels,0,-23.025850929940457,1,0
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,water,cakes,1,0.0,1,1
2,100,bakery,muffins,ice cream,1,0.0,1,1
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,sandwiches,pretzels,1,0.0,1,1
2,100,bakery,water,sandwiches,1,0.0,1,1
2,100,bakery,water,muffins,0,-23.025850929940457,1,0
2,100,bakery,cakes,ice cream,0,-23.025850929940457,1,0
2,100,bakery,water,sandwiches,1,0.0,1,1
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,pretzels,ice cream,1,0.0,1,1
2,100,bakery,ice cream,pretzels,0,-23.025850929940457,1,0
2,100,bakery,water,ice cream,0,-23.025850929940457,1,0
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,water,sandwiches,1,0.0,1,1
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,ice cream,water,0,-23.025850929940457,1,0
2,100,bakery,pretzels,ice cream,1,0.0,1,1
2,100,bakery,cakes,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,sandwiches,muffins,1,0.0,1,1
2,100,bakery,cakes,ice cream,0,-23.025850929940457,1,0
2,100,bakery,cakes,pretzels,1,0.0,1,1
2,100,bakery,water,sandwiches,0,-23.025850929940457,1,0
2,100,bakery,muffins,cakes,1,0.0,1,1
2,100,bakery,cakes,muffins,1,0.0,1,1
2,100,bakery,muffins,pretzels,0,-23.025850929940457,1,0
2,100,bakery,cakes,sandwiches,1,0.0,1,1
2,100,bakery,cakes,ice cream,1,0.0,1,1
2,100,bakery,cakes,water,0,-23.025850929940457,1,0
2,100,bakery,ice cream,cakes,1,0.0,1,1
2,100,bakery,pretzels,cakes,1,0.0,1,1
2,100,bakery,cakes,ice cream,0,-23.025850929940457,1,0
2,100,bakery,cakes,water,0,-23.025850929940457,1,0
2,100,bakery,water,pretzels,1,0.0,1,1
2,100,beach,shorts,sunglasses,0,-23.025850929940457,1,0
2,100,beach,jeans,bikini,1,0.0,1,1
2,100,beach,bikini,shorts,0,-23.025850929940457,1,0
2,100,beach,sunglasses,bikini,1,0.0,1,1
2,100,beach,sunglasses,jeans,0,-23.025850929940457,1,0
2,100,beach,jeans,bikini,1,0.0,1,1
2,100,beach,jacket,shorts,1,0.0,1,1
2,100,beach,coat,sunglasses,0,-23.025850929940457,1,0
2,100,beach,jacket,sunglasses,1,0.0,1,1
2,100,beach,jacket,jeans,0,-23.025850929940457,1,0
2,100,beach,shorts,sunglasses,0,-23.025850929940457,1,0
2,100,beach,jeans,jacket,0,-23.025850929940457,1,0
2,100,beach,coat,jeans,0,-23.025850929940457,1,0
2,100,beach,jeans,shorts,1,0.0,1,1
2,100,beach,bikini,jeans,1,0.0,1,1
2,100,beach,shorts,sunglasses,0,-23.025850929940457,1,0
2,100,beach,coat,shorts,1,0.0,1,1
2,100,beach,jeans,shorts,1,0.0,1,1
2,100,beach,coat,jacket,0,-23.025850929940457,1,0
2,100,beach,jeans,coat,0,-23.025850929940457,1,0
2,100,beach,sunglasses,shorts,0,-23.025850929940457,1,0
2,100,beach,bikini,shorts,1,0.0,1,1
2,100,beach,bikini,sunglasses,0,-23.025850929940457,1,0
2,100,beach,coat,jeans,1,0.0,1,1
2,100,beach,jacket,shorts,0,-23.025850929940457,1,0
2,100,beach,coat,jacket,1,0.0,1,1
2,100,beach,jeans,shorts,1,0.0,1,1
2,100,beach,sunglasses,shorts,1,0.0,1,1
2,100,beach,coat,jacket,1,0.0,1,1
2,100,beach,sunglasses,coat,0,-23.025850929940457,1,0
2,100,beach,jacket,jeans,1,0.0,1,1
2,100,beach,bikini,jacket,0,-23.025850929940457,1,0
2,100,beach,jacket,jeans,1,0.0,1,1
2,100,beach,bikini,shorts,1,0.0,1,1
2,100,beach,coat,shorts,1,0.0,1,1
2,100,beach,bikini,sunglasses,0,-23.025850929940457,1,0
2,100,beach,sunglasses,jeans,1,0.0,1,1
2,100,beach,bikini,sunglasses,0,-23.025850929940457,1,0
2,100,beach,jacket,shorts,1,0.0,1,1
2,100,beach,shorts,bikini,1,0.0,1,1
2,100,beach,jacket,bikini,1,0.0,1,1
2,100,beach,bikini,sunglasses,0,-23.025850929940457,1,0
2,100,beach,bikini,jeans,0,-23.025850929940457,1,0
2,100,beach,jacket,jeans,0,-23.025850929940457,1,0
2,100,beach,coat,bikini,1,0.0,1,1
2,100,beach,coat,bikini,1,0.0,1,1
2,100,beach,bikini,shorts,1,0.0,1,1
2,100,beach,shorts,jacket,0,-23.025850929940457,1,0
2,100,beach,sunglasses,jacket,0,-23.025850929940457,1,0
2,100,beach,bikini,jeans,0,-23.025850929940457,1,0
2,100,beach,jacket,bikini,1,0.0,1,1
2,100,beach,jeans,bikini,1,0.0,1,1
2,100,beach,jacket,jeans,0,-23.025850929940457,1,0
2,100,beach,sunglasses,jeans,1,0.0,1,1
2,100,beach,coat,jeans,1,0.0,1,1
2,100,beach,jacket,jeans,1,0.0,1,1
2,100,beach,shorts,bikini,0,-23.025850929940457,1,0
2,100,beach,jeans,jacket,0,-23.025850929940457,1,0
2,100,beach,bikini,sunglasses,0,-23.025850929940457,1,0
2,100,beach,sunglasses,coat,0,-23.025850929940457,1,0
2,100,beach,bikini,coat,1,0.0,1,1
2,100,beach,shorts,sunglasses,0,-23.025850929940457,1,0
2,100,beach,coat,bikini,1,0.0,1,1
2,100,beach,coat,jeans,1,0.0,1,1
2,100,beach,sunglasses,coat,0,-23.025850929940457,1,0
2,100,beach,bikini,sunglasses,0,-23.025850929940457,1,0
2,100,beach,coat,sunglasses,0,-23.025850929940457,1,0
2,100,beach,coat,jacket,1,0.0,1,1
2,100,beach,bikini,shorts,1,0.0,1,1
2,100,beach,bikini,shorts,1,0.0,1,1
2,100,beach,jeans,coat,0,-23.025850929940457,1,0
2,100,beach,coat,jeans,0,-23.025850929940457,1,0
2,100,beach,coat,jeans,1,0.0,1,1
2,100,beach,jeans,jacket,0,-23.025850929940457,1,0
2,100,beach,shorts,jeans,0,-23.025850929940457,1,0
2,100,beach,coat,jacket,0,-23.025850929940457,1,0
2,100,beach,jacket,sunglasses,0,-23.025850929940457,1,0
2,100,beach,bikini,sunglasses,0,-23.025850929940457,1,0
2,100,beach,sunglasses,jacket,1,0.0,1,1
2,100,beach,coat,jacket,1,0.0,1,1
2,100,beach,shorts,bikini,1,0.0,1,1
2,100,beach,coat,jacket,1,0.0,1,1
2,100,beach,coat,jeans,0,-23.025850929940457,1,0
2,100,beach,shorts,sunglasses,0,-23.025850929940457,1,0
2,100,beach,coat,jeans,0,-23.025850929940457,1,0
2,100,beach,jacket,jeans,1,0.0,1,1
2,100,beach,jeans,sunglasses,0,-23.025850929940457,1,0
2,100,beach,jacket,jeans,0,-23.025850929940457,1,0
2,100,beach,jacket,jeans,1,0.0,1,1
2,100,beach,bikini,shorts,1,0.0,1,1
2,100,beach,bikini,shorts,1,0.0,1,1
2,100,beach,bikini,sunglasses,1,0.0,1,1
2,100,beach,bikini,jeans,1,0.0,1,1
2,100,beach,bikini,shorts,1,0.0,1,1
2,100,beach,coat,bikini,1,0.0,1,1
2,100,beach,bikini,jacket,0,-23.025850929940457,1,0
2,100,beach,sunglasses,coat,0,-23.025850929940457,1,0
2,100,beach,sunglasses,bikini,1,0.0,1,1
2,100,beach,sunglasses,jacket,1,0.0,1,1
2,100,beach,bikini,jacket,1,0.0,1,1
2,100,beach,coat,shorts,1,0.0,1,1
2,100,beach,jacket,coat,1,0.0,1,1
2,100,beach,shorts,sunglasses,0,-23.025850929940457,1,0
2,100,beach,jeans,sunglasses,0,-23.025850929940457,1,0
2,100,beach,coat,bikini,1,0.0,1,1
2,100,beach,bikini,sunglasses,0,-23.025850929940457,1,0
2,100,beach,bikini,sunglasses,0,-23.025850929940457,1,0
2,100,beach,jeans,bikini,1,0.0,1,1
2,100,beach,bikini,sunglasses,0,-23.025850929940457,1,0
2,100,beach,coat,sunglasses,0,-23.025850929940457,1,0
2,100,beach,shorts,sunglasses,0,-23.025850929940457,1,0
2,100,beach,coat,jeans,0,-23.025850929940457,1,0
2,100,beach,bikini,sunglasses,1,0.0,1,1
2,100,beach,jacket,jeans,1,0.0,1,1
2,100,beach,jeans,jacket,0,-23.025850929940457,1,0
2,100,beach,shorts,bikini,1,0.0,1,1
2,100,beach,jacket,jeans,0,-23.025850929940457,1,0
2,100,beach,coat,bikini,1,0.0,1,1
2,100,beach,bikini,coat,0,-23.025850929940457,1,0
2,100,beach,jacket,sunglasses,1,0.0,1,1
2,100,beach,jacket,coat,1,0.0,1,1
2,100,beach,bikini,jeans,0,-23.025850929940457,1,0
2,100,beach,shorts,sunglasses,0,-23.025850929940457,1,0
2,100,beach,bikini,shorts,1,0.0,1,1
2,100,beach,jacket,jeans,0,-23.025850929940457,1,0
2,100,beach,bikini,sunglasses,0,-23.025850929940457,1,0
2,100,beach,shorts,sunglasses,0,-23.025850929940457,1,0
2,100,beach,sunglasses,jacket,1,0.0,1,1
2,100,beach,coat,jacket,0,-23.025850929940457,1,0
2,100,beach,coat,jeans,1,0.0,1,1
2,100,beach,shorts,sunglasses,1,0.0,1,1
2,100,beach,sunglasses,jeans,0,-23.025850929940457,1,0
2,100,beach,shorts,sunglasses,0,-23.025850929940457,1,0
2,100,beach,jacket,jeans,0,-23.025850929940457,1,0
2,100,beach,shorts,jeans,0,-23.025850929940457,1,0
2,100,beach,jeans,shorts,1,0.0,1,1
2,100,beach,bikini,shorts,0,-23.025850929940457,1,0
2,100,beach,jeans,sunglasses,1,0.0,1,1
2,100,beach,coat,jeans,1,0.0,1,1
2,100,beach,coat,jeans,0,-23.025850929940457,1,0
2,100,beach,shorts,jacket,0,-23.025850929940457,1,0
2,100,beach,shorts,coat,1,0.0,1,1
2,100,beach,sunglasses,jacket,1,0.0,1,1
2,100,beach,bikini,shorts,0,-23.025850929940457,1,0
