condition,context,,word,counts,ix_mean,ix_std
FALSE,bakery,0,bread,35,1.085714286,0.373491363
FALSE,bakery,1,coffee,10,2.2,0.788810638
FALSE,bakery,2,bagels,10,2.1,0.567646212
FALSE,bakery,3,muffins,6,2.5,0.547722558
FALSE,bakery,4,rolls,6,2,0.632455532
FALSE,bakery,5,pizza,5,2.8,0.447213595
FALSE,bakery,6,water,4,2.25,0.5
FALSE,bakery,7,sandwiches,4,1.75,0.5
FALSE,bakery,8,biscuits,4,2.75,0.5
FALSE,bakery,9,croissants,3,1.666666667,1.154700538
FALSE,bakery,10,croissant,2,1,0
FALSE,bakery,11,sandwich,2,2,0
FALSE,bakery,12,soda,2,3,0
FALSE,bakery,13,crackers,2,3,0
FALSE,bakery,14,pretzels,2,2.5,0.707106781
FALSE,bakery,15,flatbread,2,2,1.414213562
FALSE,bakery,16,cheese,2,2.5,0.707106781
FALSE,bakery,17,tea,1,2,0
FALSE,bakery,18,sugar,1,2,0
FALSE,bakery,19,chickenpie,1,2,0
FALSE,bakery,20,eggs,1,3,0
FALSE,bakery,21,hotchocolate,1,3,0
FALSE,bakery,22,ryebread,1,2,0
FALSE,bakery,23,crossants,1,3,0
FALSE,bakery,24,focaccia,1,3,0
FALSE,bakery,25,cinamonrolls,1,3,0
FALSE,bakery,26,salad,1,3,0
FALSE,bakery,27,garlicbread,1,2,0
FALSE,bakery,28,orangejuice,1,3,0
FALSE,bakery,29,chicken,1,3,0
FALSE,bakery,30,toast,1,3,0
FALSE,bakery,31,potatochips,1,3,0
FALSE,bakery,32,coffee/tea,1,2,0
FALSE,bakery,33,pastries,1,2,0
FALSE,bakery,34,meat,1,1,0
FALSE,bakery,35,smoothies,1,2,0
FALSE,bakery,36,croisants,1,3,0
FALSE,bakery,37,sourdough,1,2,0
FALSE,bakery,38,whitebread,1,3,0
FALSE,bakery,39,cabbagepie,1,2,0
FALSE,bakery,40,pizzacrusts,1,3,0
FALSE,bakery,41,breadsticks,1,3,0
FALSE,bakery,42,biscottis,1,3,0
FALSE,bakery,43,pizzacrust,1,2,0
FALSE,bakery,44,fruit,1,1,0
FALSE,bakery,45,scones,1,1,0
FALSE,bakery,46,donuts,1,2,0
FALSE,bakery,47,bakingpans,1,3,0
FALSE,closet,0,shoes,15,2.266666667,0.798808637
FALSE,closet,1,coat,13,1.461538462,0.776250026
FALSE,closet,2,pants,13,2.076923077,0.862316499
FALSE,closet,3,suit,8,1.625,0.51754917
FALSE,closet,4,boots,6,1.833333333,0.98319208
FALSE,closet,5,jeans,6,1.833333333,0.752772653
FALSE,closet,6,jacket,4,1.5,0.577350269
FALSE,closet,7,scarf,4,1.75,0.5
FALSE,closet,8,ties,3,2.333333333,0.577350269
FALSE,closet,9,toys,3,2.333333333,0.577350269
FALSE,closet,10,hangers,3,2.666666667,0.577350269
FALSE,closet,11,shirt,3,2.333333333,1.154700538
FALSE,closet,12,sweater,3,2.333333333,1.154700538
FALSE,closet,13,shirts,3,2.333333333,1.154700538
FALSE,closet,14,gloves,3,2.666666667,0.577350269
FALSE,closet,15,socks,2,2.5,0.707106781
FALSE,closet,16,coats,2,1.5,0.707106781
FALSE,closet,17,belt,2,3,0
FALSE,closet,18,dresses,2,2,1.414213562
FALSE,closet,19,hats,2,2,0
FALSE,closet,20,workclothes,2,2,1.414213562
FALSE,closet,21,hat,2,2,0
FALSE,closet,22,dressshirt,2,2,0
FALSE,closet,23,dress,2,1,0
FALSE,closet,24,tie,1,2,0
FALSE,closet,25,tshirt,1,2,0
FALSE,closet,26,sweatshirt,1,3,0
FALSE,closet,27,t-shirts,1,1,0
FALSE,closet,28,blouses,1,3,0
FALSE,closet,29,fabric,1,3,0
FALSE,closet,30,belts,1,3,0
FALSE,closet,31,tuxedo,1,1,0
FALSE,closet,32,books,1,3,0
FALSE,closet,33,muffler,1,3,0
FALSE,closet,34,umbrella,1,3,0
FALSE,closet,35,hockeystick,1,3,0
FALSE,closet,36,overalls,1,3,0
FALSE,closet,37,boxes,1,1,0
FALSE,closet,38,luggage,1,1,0
FALSE,closet,39,sweatpant,1,2,0
FALSE,closet,40,safe,1,2,0
FALSE,closet,41,longsleeveshirt,1,2,0
FALSE,closet,42,dressshirts,1,1,0
FALSE,closet,43,purses,1,1,0
FALSE,closet,44,tshirts,1,2,0
FALSE,closet,45,beanie,1,3,0
FALSE,closet,46,wrappingpaper,1,1,0
FALSE,closet,47,makeup,1,3,0
FALSE,closet,48,towels,1,1,0
FALSE,closet,49,boardgames,1,1,0
FALSE,closet,50,suits,1,1,0
FALSE,closet,51,cards,1,1,0
FALSE,closet,52,stuffedanimals,1,3,0
FALSE,closet,53,sweatpants,1,2,0
FALSE,corner,0,chips,13,1.692307692,0.947330933
FALSE,corner,1,bread,12,1.666666667,0.778498944
FALSE,corner,2,soda,11,2.181818182,0.873862898
FALSE,corner,3,milk,10,2,0.942809042
FALSE,corner,4,beer,8,1.625,0.51754917
FALSE,corner,5,cigarettes,7,2,0.577350269
FALSE,corner,6,eggs,4,2.5,1
FALSE,corner,7,steak,3,1.333333333,0.577350269
FALSE,corner,8,candy,3,2.666666667,0.577350269
FALSE,corner,9,meat,3,2,1
FALSE,corner,10,liquor,3,1.666666667,1.154700538
FALSE,corner,11,crackers,2,2,0
FALSE,corner,12,lotterytickets,2,3,0
FALSE,corner,13,sandwiches,2,3,0
FALSE,corner,14,alcohol,2,1.5,0.707106781
FALSE,corner,15,wine,2,2.5,0.707106781
FALSE,corner,16,fruit,2,1,0
FALSE,corner,17,chicken,2,2,0
FALSE,corner,18,rice,2,2,1.414213562
FALSE,corner,19,pretzels,2,2,0
FALSE,corner,20,cannedgoods,2,1.5,0.707106781
FALSE,corner,21,gum,2,2.5,0.707106781
FALSE,corner,22,water,2,2,0
FALSE,corner,23,chocolate,1,3,0
FALSE,corner,24,chips`,1,3,0
FALSE,corner,25,macaroni,1,2,0
FALSE,corner,26,hamburger,1,3,0
FALSE,corner,27,burrito,1,1,0
FALSE,corner,28,hotdogs,1,3,0
FALSE,corner,29,cereal,1,2,0
FALSE,corner,30,soups,1,1,0
FALSE,corner,31,donuts,1,2,0
FALSE,corner,32,icecream,1,3,0
FALSE,corner,33,energydrinks,1,3,0
FALSE,corner,34,pasta,1,3,0
FALSE,corner,35,chipsandsnacks,1,2,0
FALSE,corner,36,popcorn,1,2,0
FALSE,corner,37,sandwich,1,2,0
FALSE,corner,38,cookies,1,2,0
FALSE,corner,39,soup,1,2,0
FALSE,corner,40,potatochips,1,1,0
FALSE,corner,41,muffins,1,2,0
FALSE,corner,42,frozenpizza,1,3,0
FALSE,corner,43,oil,1,3,0
FALSE,corner,44,oysters,1,3,0
FALSE,corner,45,beefjerky,1,1,0
FALSE,corner,46,apple,1,3,0
FALSE,corner,47,drinks,1,3,0
FALSE,corner,48,instantnoodles,1,1,0
FALSE,corner,49,bead,1,1,0
FALSE,corner,50,burgers,1,3,0
FALSE,corner,51,newspaper,1,1,0
FALSE,corner,52,beans,1,3,0
FALSE,corner,53,pop,1,3,0
FALSE,corner,54,frozenmeals,1,1,0
FALSE,corner,55,pizza,1,2,0
FALSE,corner,56,lunchmeat,1,2,0
FALSE,corner,57,sodas,1,1,0
FALSE,corner,58,beef,1,3,0
FALSE,corner,59,meats,1,1,0
FALSE,fitness,0,yoga,24,1.541666667,0.779027636
FALSE,fitness,1,swimming,12,2.083333333,0.792961461
FALSE,fitness,2,spin,11,2.090909091,0.831209415
FALSE,fitness,3,weights,10,1.8,0.632455532
FALSE,fitness,4,aerobics,7,2.142857143,0.899735411
FALSE,fitness,5,running,5,2.2,0.447213595
FALSE,fitness,6,tennis,5,1.6,0.547722558
FALSE,fitness,7,zumba,5,1.6,0.894427191
FALSE,fitness,8,pilates,4,2.25,0.5
FALSE,fitness,9,dance,3,1.333333333,0.577350269
FALSE,fitness,10,jogging,3,3,0
FALSE,fitness,11,meditation,3,2.666666667,0.577350269
FALSE,fitness,12,golf,3,1.666666667,0.577350269
FALSE,fitness,13,walking,2,2,1.414213562
FALSE,fitness,14,personaltraining,2,2.5,0.707106781
FALSE,fitness,15,boxing,2,2,1.414213562
FALSE,fitness,16,exerciseclasses,2,2,1.414213562
FALSE,fitness,17,karate,2,2,1.414213562
FALSE,fitness,18,cardio,2,2,1.414213562
FALSE,fitness,19,actingclass,1,2,0
FALSE,fitness,20,badminton,1,3,0
FALSE,fitness,21,treadmills,1,3,0
FALSE,fitness,22,weighttraining,1,1,0
FALSE,fitness,23,aquaaerobics,1,2,0
FALSE,fitness,24,sauna,1,3,0
FALSE,fitness,25,squash,1,3,0
FALSE,fitness,26,jumpingjacks,1,2,0
FALSE,fitness,27,gym,1,1,0
FALSE,fitness,28,singlestennis,1,3,0
FALSE,fitness,29,daycare,1,3,0
FALSE,fitness,30,barbells,1,1,0
FALSE,fitness,31,exercise,1,1,0
FALSE,fitness,32,rowingmachine,1,3,0
FALSE,fitness,33,personaltrainingsessions,1,1,0
FALSE,fitness,34,treadmill,1,3,0
FALSE,fitness,35,skateboarding,1,3,0
FALSE,fitness,36,cardiodance,1,3,0
FALSE,fitness,37,track,1,3,0
FALSE,fitness,38,rockclimbing,1,2,0
FALSE,fitness,39,pushups,1,1,0
FALSE,fitness,40,weightlifting,1,3,0
FALSE,fitness,41,stairclimbers,1,2,0
FALSE,fitness,42,jiu-jitsu,1,3,0
FALSE,fitness,43,danceworkout,1,3,0
FALSE,fitness,44,muaythai,1,2,0
FALSE,fitness,45,artclass,1,1,0
FALSE,fitness,46,stretching,1,2,0
FALSE,fitness,47,fencing,1,3,0
FALSE,fitness,48,jazzercize,1,2,0
FALSE,fitness,49,danceaerobics,1,3,0
FALSE,fridge,0,meat,19,1.736842105,0.805681579
FALSE,fridge,1,eggs,18,1.777777778,0.808452083
FALSE,fridge,2,vegetables,14,2.142857143,0.770328887
FALSE,fridge,3,cheese,11,2.090909091,0.943879807
FALSE,fridge,4,salad,11,2.363636364,0.924416278
FALSE,fridge,5,condiments,10,2,0.816496581
FALSE,fridge,6,butter,10,1.9,0.875595036
FALSE,fridge,7,leftovers,8,2.125,0.83452296
FALSE,fridge,8,fruit,6,2,0.894427191
FALSE,fridge,9,fruits,5,2,1
FALSE,fridge,10,bread,4,2,0.816496581
FALSE,fridge,11,milk,3,1.666666667,0.577350269
FALSE,fridge,12,pizza,3,2.333333333,1.154700538
FALSE,fridge,13,pickles,2,2,1.414213562
FALSE,fridge,14,sourcream,2,2.5,0.707106781
FALSE,fridge,15,jelly,1,1,0
FALSE,fridge,16,hotdogs,1,1,0
FALSE,fridge,17,yogurt,1,3,0
FALSE,fridge,18,syrup,1,2,0
FALSE,fridge,19,icecream,1,2,0
FALSE,fridge,20,steak,1,2,0
FALSE,garage,0,car,29,1.379310345,0.621851676
FALSE,garage,1,lawnmower,16,1.875,0.885061203
FALSE,garage,2,tools,14,1.928571429,0.730045912
FALSE,garage,3,bike,8,2.125,0.83452296
FALSE,garage,4,handtools,6,2.333333333,0.516397779
FALSE,garage,5,gardeningtools,6,2.5,0.836660027
FALSE,garage,6,bicycle,5,1.8,0.836660027
FALSE,garage,7,boxes,4,2,0.816496581
FALSE,garage,8,hose,3,1.666666667,0.577350269
FALSE,garage,9,workoutgear,3,2.333333333,1.154700538
FALSE,garage,10,autogear,2,3,0
FALSE,garage,11,sportsgear,2,1.5,0.707106781
FALSE,garage,12,gas,2,2.5,0.707106781
FALSE,garage,13,tires,2,2.5,0.707106781
FALSE,garage,14,ladder,1,2,0
FALSE,garage,15,videos,1,2,0
FALSE,garage,16,snowblower,1,3,0
FALSE,garage,17,sparetire,1,3,0
FALSE,garage,18,cars,1,3,0
FALSE,garage,19,freezer,1,3,0
FALSE,garage,20,oldclothes,1,3,0
FALSE,garage,21,bbq,1,1,0
FALSE,garage,22,television,1,3,0
FALSE,garage,23,trampoline,1,2,0
FALSE,garage,24,pooltable,1,2,0
FALSE,garage,25,gardeningsupplies,1,3,0
FALSE,garage,26,washer,1,3,0
FALSE,garage,27,tv,1,1,0
FALSE,garage,28,hoverboard,1,3,0
FALSE,garage,29,handtool,1,3,0
FALSE,garage,30,treadmill,1,3,0
FALSE,garage,31,toolbench,1,3,0
FALSE,garage,32,furniture,1,2,0
FALSE,garage,33,oil,1,2,0
FALSE,garage,34,boardgames,1,1,0
FALSE,garage,35,toolbox,1,2,0
FALSE,garage,36,deepfreezer,1,3,0
FALSE,garage,37,workbench,1,3,0
FALSE,garage,38,pipes,1,1,0
FALSE,garage,39,ironshelf,1,3,0
FALSE,garage,40,oldnewspapers,1,3,0
FALSE,garage,41,broom,1,2,0
FALSE,garage,42,vehicle,1,1,0
FALSE,garage,43,vice,1,2,0
FALSE,garage,44,wheels,1,1,0
FALSE,garage,45,skateboard,1,3,0
FALSE,handbag,0,wallet,24,1.916666667,0.775531608
FALSE,handbag,1,lipstick,16,1.3125,0.602079729
FALSE,handbag,2,keys,13,2.384615385,0.650443636
FALSE,handbag,3,phone,8,2,0.9258201
FALSE,handbag,4,makeup,8,2.125,0.83452296
FALSE,handbag,5,money,7,2.142857143,0.899735411
FALSE,handbag,6,chapstick,6,1.833333333,0.98319208
FALSE,handbag,7,mirror,5,1.6,0.894427191
FALSE,handbag,8,mints,4,2,0.816496581
FALSE,handbag,9,gum,4,1.5,1
FALSE,handbag,10,comb,3,2,0
FALSE,handbag,11,tissues,3,1.666666667,0.577350269
FALSE,handbag,12,books,2,1,0
FALSE,handbag,13,binder,2,2.5,0.707106781
FALSE,handbag,14,wipes,2,3,0
FALSE,handbag,15,brush,2,2,1.414213562
FALSE,handbag,16,receipts,2,3,0
FALSE,handbag,17,candy,2,2.5,0.707106781
FALSE,handbag,18,glasses,2,1.5,0.707106781
FALSE,handbag,19,id,2,2.5,0.707106781
FALSE,handbag,20,compact,1,2,0
FALSE,handbag,21,scarf,1,3,0
FALSE,handbag,22,keychain,1,3,0
FALSE,handbag,23,laptop,1,2,0
FALSE,handbag,24,medecine,1,3,0
FALSE,handbag,25,passport,1,3,0
FALSE,handbag,26,purse,1,3,0
FALSE,handbag,27,cellphone,1,2,0
FALSE,handbag,28,hairbrush,1,3,0
FALSE,handbag,29,taser,1,1,0
FALSE,handbag,30,coins,1,2,0
FALSE,handbag,31,tissue,1,1,0
FALSE,handbag,32,earbuds,1,2,0
FALSE,handbag,33,bandaids,1,1,0
FALSE,handbag,34,handsanitizer,1,3,0
FALSE,handbag,35,water,1,3,0
FALSE,handbag,36,balm,1,2,0
FALSE,handbag,37,coffee,1,3,0
FALSE,library,0,english,20,1.8,0.695852374
FALSE,library,1,history,20,1.9,0.852241626
FALSE,library,2,math,17,1.411764706,0.71228712
FALSE,library,3,art,6,1.833333333,0.752772653
FALSE,library,4,mathematics,4,2.25,0.5
FALSE,library,5,economics,4,1.5,0.577350269
FALSE,library,6,literature,4,2.5,1
FALSE,library,7,psychology,4,3,0
FALSE,library,8,algebra,4,2,0
FALSE,library,9,music,3,2.333333333,1.154700538
FALSE,library,10,crafts,3,2.333333333,1.154700538
FALSE,library,11,socialstudies,3,2.333333333,1.154700538
FALSE,library,12,sociology,3,2.333333333,0.577350269
FALSE,library,13,spanish,3,2.666666667,0.577350269
FALSE,library,14,geometry,2,2,1.414213562
FALSE,library,15,mystery,2,2,0
FALSE,library,16,architecture,2,2,1.414213562
FALSE,library,17,cooking,2,2,1.414213562
FALSE,library,18,calculus,2,3,0
FALSE,library,19,mathbooks,1,1,0
FALSE,library,20,foreignlanguages,1,2,0
FALSE,library,21,historybooks,1,3,0
FALSE,library,22,grammar,1,1,0
FALSE,library,23,fiction,1,3,0
FALSE,library,24,biology,1,2,0
FALSE,library,25,engineering,1,2,0
FALSE,library,26,romance,1,1,0
FALSE,library,27,spelling,1,2,0
FALSE,library,28,accounting,1,1,0
FALSE,library,29,civics,1,3,0
FALSE,library,30,health,1,3,0
FALSE,library,31,mysterybooks,1,3,0
FALSE,library,32,government,1,2,0
FALSE,library,33,geography,1,3,0
FALSE,library,34,graphicnovels,1,2,0
FALSE,library,35,americanhistory,1,1,0
FALSE,library,36,americanliterature,1,3,0
FALSE,library,37,fictionbooks,1,2,0
FALSE,library,38,children'sbooks,1,3,0
FALSE,library,39,sewing,1,1,0
FALSE,library,40,artbooks,1,1,0
FALSE,library,41,worldliterature,1,3,0
FALSE,library,42,animals,1,2,0
FALSE,library,43,dinosaurs,1,2,0
FALSE,library,44,fantasybooks,1,1,0
FALSE,library,45,foreignlanguage,1,2,0
FALSE,library,46,mysterynovels,1,3,0
FALSE,library,47,spanishlanguage,1,3,0
FALSE,library,48,russianlanguage,1,3,0
FALSE,mall,0,clothing,32,1.1875,0.535061046
FALSE,mall,1,electronics,14,2.285714286,0.611249846
FALSE,mall,2,shoes,9,2,1
FALSE,mall,3,department,7,2,0.816496581
FALSE,mall,4,jewls,6,2,0.632455532
FALSE,mall,5,theater,4,2.5,0.577350269
FALSE,mall,6,sports,4,2,0.816496581
FALSE,mall,7,toys,3,1.666666667,0.577350269
