NextWordPredictionModelRaw,NextWordPredictionModel,AlternativeStructure,context,observed_rows,observed_boundaries,average_log_likelihood,median_log_likelihood,std_log_likelihood,min_log_likelihood,max_log_likelihood
qwen,Qwen,set,bag,1440,10,-1.270305856358074,-0.0576291128366364,4.0712417526429405,-23.025850929940457,0.0
qwen,Qwen,set,bakery,2130,10,-1.1913780323006349,-0.2876820724517809,2.5875081012775065,-23.025850929940457,0.0
qwen,Qwen,set,beach,2130,10,-1.753800444703521,-0.5208759596194922,4.122657674646259,-23.025850929940457,0.0
qwen,Qwen,set,cold,920,10,-4.5237159902935336,-0.0161293819298836,8.403149765099846,-23.025850929940457,0.0
qwen,Qwen,set,cut,2130,10,-1.3520755295463285,-0.1719752647398103,3.843902091522475,-23.025850929940457,0.0
qwen,Qwen,set,fridge,2130,10,-0.7908192665552906,-0.0491902441907717,2.616758483165461,-23.025850929940457,0.0
qwen,Qwen,set,gym,1380,10,-1.5686162576417548,-0.794073099149906,3.053801967544359,-23.025850929940457,0.0
qwen,Qwen,set,hot,2130,10,-1.946351365880046,-0.0534007767271152,5.076275717347557,-23.025850929940457,0.0
qwen,Qwen,set,mask,1430,10,-2.519075196218036,-0.0987159729391577,5.961692665065829,-23.025850929940457,0.0
qwen,Qwen,set,meat,1460,10,-1.3474776120520373,-0.785262469467751,1.4517798379052724,-6.214608098422191,0.0
qwen,Qwen,set,restaurant,2130,10,-1.3699391216727497,-0.4557063245449111,2.5303359995830768,-23.025850929940457,0.0
qwen,Qwen,set,salad,1400,10,-2.462559099961858,-0.03252319170556,5.500476466704427,-23.025850929940457,0.0
qwen,Qwen,set,science,2130,10,-2.470293475964968,-1.0498221244986778,4.53688395029845,-23.025850929940457,0.0
qwen,Qwen,set,throw,1380,10,-2.5369637968892533,-0.059750004405774,5.709513365555899,-23.025850929940457,0.0
qwen,Qwen,set,transport,960,10,-1.4976850152198409,-0.0491902441907717,4.708048573674612,-23.025850929940457,0.0
qwen,Qwen,ordering,bag,1440,10,-1.2650019182394228,-0.3092462503676215,1.3804221298609811,-5.115995809754082,0.0
qwen,Qwen,ordering,bakery,2130,10,-0.9954052221858749,-0.4277107170554841,1.1811424815607574,-5.115995809754082,-0.006018072325563
